Bus Name,Routes
Ayat (আয়াত),⇄ Chiriyakhana (চিরিয়াখানা) ⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Taltola (তালতলা) ⇄ Agargaon (আগারগাঁও) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Mogbazar (মগবাজার) ⇄ Mouchak (মৌচাক) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Rajarbag (রাজারবাগ) ⇄ Kamalapur (কমলাপুর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Bahon (বাহন),⇄ Mirpur 14 (মিরপুর ১৪) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Ansar Camp (আনসার ক্যাম্প) ⇄ Bangla College (বাংলা কলেজ) ⇄ Technical (টেকনিক্যাল) ⇄ Darussalam (দারুস্সালাম) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Asad Gate (আসাদ গেট) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Kalabagan (কলাবাগান) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Katabon (কাটাবন) ⇄ Shahbag (শাহবাগ) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ Dainik Bangla Moor (দৈনিক বাংলা মোড়) ⇄ Motijheel (মতিঝিল) ⇄ Arambagh (আরামবাগ) ⇄ Kamalapur (কমলাপুর) ⇄ Mugdapara (মুগদাপাড়া) ⇄ Bashabo (বাসাবো) ⇄ Khilgaon (খিলগাঁও)⏰ Starting Time: 06:00 AM & Closing Time: 11:00 PM🚌 Seating Service Type: Semi-Seating Service 
Baishakhi (বৈশাখী),⇄ Savar (সাভার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Amin Bazar (আমিন বাজার) ⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ Agargaon (আগারগাঁও) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Mohakhali (মহাখালী) ⇄ Gulshan 1 (গুলশান ১) ⇄ Badda Link Road (বাড্ডা লিংক রোড) ⇄ Bashtola (বাঁশতলা) ⇄ Uttar Badda (উত্তর বাড্ডা) ⇄ Notun Bazar (নতুন বাজার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Balaka (বলাকা),⇄ Sayapabad (সায়াপাবাদ) ⇄ Manik Nagar (মানিক নগর) ⇄ TT Para (টিটি পাড়া) ⇄ Kamalapur (কমলাপুর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Mogbazar (মগবাজার) ⇄ Sat rasta (সাত রাস্তা) ⇄ Nabisco (নাবিস্কো) ⇄ Mohakhali (মহাখালী) ⇄ Chairman Bari (চেয়ারম্যান বাড়ী) ⇄ Banani (বনানী) ⇄ Kakali (কাকলী) ⇄ Staff Road (স্টাফ রোড) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Tongi (টঙ্গী) ⇄ Station Road (স্টেশন রোড) ⇄ Mill Gate (মিল গেট) ⇄ Board Bazar (বোর্ড বাজার) ⇄ Gazipur Bypass (গাজীপুর বাইপাস) ⇄ Gazipur Chourasta (গাজীপুর চৌরাস্তা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Seating Service 
Basumati (বাসুমতি),⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Manik Mia Avenue (মানিক মিয়া এভিনিউ) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ Naya Bazar (নয়া বাজার) ⇄ Babubazar (বাবুবাজার) ⇄ Keraniganj (কেরাণীগঞ্জ) ⇄ Maowa (মাওয়া)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Basumati Transport (বাসুমতি ট্রান্সপোর্ট),⇄ Gabtoli (গাবতলি) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Sony Cinema Hall (সনি সিনেমা হল) ⇄ Mirpur 2 (মিরপুর ২) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Purobi (পুরবী) ⇄ Kalshi (কালশী) ⇄ ECB Square (ইসিবি স্কয়ার) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Tongi (টঙ্গী) ⇄ Station Road (স্টেশন রোড) ⇄ Mill Gate (মিল গেট) ⇄ Board Bazar (বোর্ড বাজার) ⇄ Gazipur Chourasta (গাজীপুর চৌরাস্তা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Best Satabdi (বেষ্ট শতাব্দী),⇄ Azimpur (আজিমপুর) ⇄ Nilkhet (নীলক্ষেত) ⇄ New Market (নিউ মার্কেট) ⇄ City College (সিটি কলেজ) ⇄ Kalabagan (কলাবাগান) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Mohakhali (মহাখালী) ⇄ Chairman Bari (চেয়ারম্যান বাড়ী) ⇄ Sainik Club (সৈনিক ক্লাব) ⇄ Banani (বনানী) ⇄ Kakali (কাকলী) ⇄ Staff Road (স্টাফ রোড) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Dia Bari (দিয়া বাড়ি)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Best Transport (বেষ্ট ট্রান্সপোর্ট),⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Taltola (তালতলা) ⇄ Agargaon (আগারগাঁও) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Gulistan (গুলিস্তান) ⇄ Motijheel (মতিঝিল) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Jatrabari (যাত্রাবাড়ি)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Bhuiyan Paribahan (ভূঁইয়া পরিবহন),⇄ Japan Garden City (জাপান গার্ডেন সিটি) ⇄ Ring Road (রিং রোড) ⇄ Adabor (আদাবর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ Agargaon (আগারগাঁও) ⇄ Zia Uddyan (জিয়া উদ্যান) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Old Airport (পুরাতন বিমানবন্দর) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Mohakhali (মহাখালী) ⇄ Chairman Bari (চেয়ারম্যান বাড়ী) ⇄ Sainik Club (সৈনিক ক্লাব) ⇄ Kakali (কাকলী) ⇄ Banani (বনানী) ⇄ Staff Road (স্টাফ রোড) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Bihanga (বিহঙ্গ),⇄ Mirpur 12 (মিরপুর ১২) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Agargaon (আগারগাঁও) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Mohakhali (মহাখালী) ⇄ Wireless (ওয়্যারলেস) ⇄ Gulshan Bridge (গুলশান ব্রিজ) ⇄ Gulshan 1 (গুলশান ১) ⇄ Badda (বাড্ডা) ⇄ Notun Bazar (নতুন বাজার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Bikalpa (বিকল্প অটো সুপার সার্ভিস),⇄ Mirpur 12 (মিরপুর ১২) ⇄ Pallabi (পল্লবী) ⇄ Purobi (পুরবী) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Taltola (তালতলা) ⇄ Agargaon (আগারগাঁও) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Gulistan (গুলিস্তান) ⇄ Motijheel (মতিঝিল)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Bikalpa (বিকল্প সুপার সার্ভিস),⇄ Mirpur 12 (মিরপুর ১২) ⇄ Pallabi (পল্লবী) ⇄ Purobi (পুরবী) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Kazipara (কাজীপাড়া) ⇄ Shewrapara (শেওড়াপাড়া) ⇄ Taltola (তালতলা) ⇄ Agargaon (আগারগাঁও) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Kalabagan (কলাবাগান) ⇄ City College (সিটি কলেজ) ⇄ New Market (নিউ মার্কেট) ⇄ Nilkhet (নীলক্ষেত) ⇄ Azimpur (আজিমপুর) ⇄ Dhakeshwari (ঢাকেশ্বরী)⏰ Starting Time: 06:00 AM & Closing Time: 11:00 PM🚌 Seating Service Type: Semi-Seating Service 
Bikash (বিকাশ),⇄ Azimpur (আজিমপুর) ⇄ Nilkhet (নীলক্ষেত) ⇄ New Market (নিউ মার্কেট) ⇄ City College (সিটি কলেজ) ⇄ Kalabagan (কলাবাগান) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Mohakhali (মহাখালী) ⇄ Sainik Club (সৈনিক ক্লাব) ⇄ Banani (বনানী) ⇄ Kakali (কাকলী) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Kamarpara (কামারপাড়া)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Bikash Paribahan (বিকাশ পরিবহন),⇄ Sign Board (সাইন বোর্ড) ⇄ Matuail (মাতুয়াইল) ⇄ Rayerbag (রায়েরবাগ) ⇄ Shonir Akhra (শনির আখরা) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ Chankhar Pul (চাঁকহার পুল) ⇄ Bakshi Bazar (বকশী বাজার) ⇄ Azimpur (আজিমপুর) ⇄ Nilkhet (নীলক্ষেত) ⇄ New Market (নিউ মার্কেট) ⇄ City College (সিটি কলেজ) ⇄ Kalabagan (কলাবাগান) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Mohakhali (মহাখালী) ⇄ Chairman Bari (চেয়ারম্যান বাড়ী) ⇄ Sainik Club (সৈনিক ক্লাব) ⇄ Banani (বনানী) ⇄ Kakali (কাকলী) ⇄ Staff Road (স্টাফ রোড) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Kamarpara (কামারপাড়া) ⇄ Dhour (ঢাউর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Bondhu Paribahan (বন্ধু পরিবহন),⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Kakrail (কাকরাইল) ⇄ Shantinagar (শান্তিনগর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Malibagh Railgate (মালিবাগ রেলগেট) ⇄ Hazipara (হাজীপাড়া) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Shahjadpur (শাহজাদপুর) ⇄ Bashtola (বাঁশতলা) ⇄ Notun Bazar (নতুন বাজার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Borak (বোরাক),⇄ Palashi (পলাশী) ⇄ Chittagong Road (চট্টগ্রাম রোড) ⇄ Sonargao (সোনারগাঁও) ⇄ Chasara (চাষারা) ⇄ Meghna Ghat (মেঘনা ঘাট)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Bashumoti (বসুমতি),⇄ Gazipur Chourasta (গাজীপুর চৌরাস্তা) ⇄ Tongi (টঙ্গী) ⇄ Airport (বিমানবন্দর) ⇄ Khilkhet (খিলক্ষেত) ⇄ Kalshi (কালশী) ⇄ Pallabi (পল্লবী) ⇄ Mirpur 11 (মিরপুর ১১) ⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Gabtoli (গাবতলি)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Brihottor (বৃহত্তর মিরপুর),⇄ Chiriyakhana (চিরিয়াখানা) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Gabtoli (গাবতলি) ⇄ Amin Bazar (আমিন বাজার) ⇄ Savar (সাভার) ⇄ Nobinagar (নবীনগর) ⇄ Chandra (চন্দ্রা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
BRTC (বি আর টিসি),⇄ Madanpur (মদনপুর) ⇄ Kanchpur (কাঁচপুর) ⇄ Chittagong Road (চট্টগ্রাম রোড) ⇄ Sign Board (সাইন বোর্ড) ⇄ Matuail (মাতুয়াইল) ⇄ Rayerbag (রায়েরবাগ) ⇄ Shonir Akhra (শনির আখরা) ⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Shahbag (শাহবাগ) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Farmgate (ফার্মগেট) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Asad Gate (আসাদ গেট) ⇄ College Gate (কলেজ গেট) ⇄ Shishu Mela (শিশু মেলা) ⇄ Shyamoli (শ্যামলী) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Technical (টেকনিক্যাল) ⇄ Gabtoli (গাবতলি) ⇄ Amin Bazar (আমিন বাজার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Savar (সাভার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
BRTC Elevated Expressway (বিআরটিসি ভায়া এলিভেটেড এক্সপ্রেসওয়ে),⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Airport (বিমানবন্দর) ⇄ Kawlar (কাওলার) ⇄ Elevated Express Way (এলিভেটেড এক্সপ্রেস ওয়ে) ⇄ Tejgaon College (Farmgate) (তেজগাঁও কলেজ - ফার্মগেট) ⇄ Khejur Bagan (খেজুর বাগান) ⇄ Songsod Bhaban (সংসদ ভবন) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Elevated Express Way (এলিভেটেড এক্সপ্রেস ওয়ে) ⇄ Kawlar (কাওলার) ⇄ Airport (বিমানবন্দর) ⇄ Rajlakshmi (রাজলক্ষ্মী)⏰ Starting Time: 07:00 AM & Closing Time: 06:00 PM🚌 Seating Service Type: Seating Service 
BRTC (বি আর টিসি),⇄ Motijheel (মতিঝিল) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ High Court (উচ্চ আদালত) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ Shahbag (শাহবাগ) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Farmgate (ফার্মগেট) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Mohakhali (মহাখালী) ⇄ Chairman Bari (চেয়ারম্যান বাড়ী) ⇄ Kakali (কাকলী) ⇄ Banani (বনানী) ⇄ Staff Road (স্টাফ রোড) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Tongi (টঙ্গী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
